Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
setup	1	99.99308	99.96990	99.99360	0.999955	0.999955	
settlements	1	99.99523	99.96990	99.99360	0.999929	0.999929	
serving	1	99.99308	99.96990	99.99360	0.999943	0.999943	
separation	1	99.99308	99.96990	99.99360	0.999925	0.999925	
serves	1	99.99308	99.96990	99.99360	0.999949	0.999949	
serbian	1	99.99308	99.96990	99.99360	0.999943	0.999943	
sequences	1	99.99308	99.96990	99.99360	0.999931	0.999931	
sermon	1	99.99308	99.96990	99.99360	0.999949	0.999949	
separating	1	99.99730	99.96990	99.99360	0.999940	0.999940	
seoul	1	99.99308	99.96990	99.99360	0.999955	0.999955	
sentence	1	99.99308	99.96990	99.99360	0.999937	0.999937	
senses	1	99.99308	99.96990	99.99360	0.999949	0.999949	
sentenced	1	99.99308	99.96990	99.99360	0.999931	0.999931	
sending	1	99.99308	99.96990	99.99360	0.999943	0.999943	
sells	1	99.99381	99.96990	99.99360	0.999955	0.999955	
sell	1	99.99523	99.96990	99.99360	0.999971	0.999971	
selling	1	99.99308	99.96990	99.99360	0.999943	0.999943	
seger	1	99.99308	99.96990	99.99360	0.999955	0.999955	
segment	1	99.99523	99.96990	99.99360	0.999946	0.999946	
seem	1	99.99308	99.96990	99.99360	0.999961	0.999961	
seidel	1	99.99308	99.96990	99.99360	0.999949	0.999949	
seeking	1	99.99523	99.96990	99.99360	0.999943	0.999943	
seekers	1	99.99308	99.96990	99.99360	0.999943	0.999943	
seek	1	99.99308	99.96990	99.99360	0.999961	0.999961	
seduction	1	99.99308	99.96990	99.99360	0.999931	0.999931	
sébastien	1	99.99308	99.96990	99.99360	0.999931	0.999931	
secular	1	99.99308	99.96990	99.99360	0.999943	0.999943	
sechseläutenplatz	1	99.99308	99.96990	99.99360	0.999883	0.999883	
seats	1	99.99308	99.96990	99.99360	0.999955	0.999955	
seated	1	99.99308	99.96990	99.99360	0.999949	0.999949	
secretary	1	99.99308	99.96990	99.99360	0.999931	0.999931	
sebástian	1	99.99381	99.96990	99.99360	0.999931	0.999931	
seat	1	99.99308	99.96990	99.99360	0.999961	0.999961	
seater	1	99.99523	99.96990	99.99360	0.999959	0.999959	
scroll	1	99.99381	99.96990	99.99360	0.999950	0.999950	
seamlessly	1	99.99308	99.96990	99.99360	0.999925	0.999925	
screen	1	99.99308	99.96990	99.99360	0.999949	0.999949	
seal	1	99.99308	99.96990	99.99360	0.999961	0.999961	
scotches	1	99.99308	99.96990	99.99360	0.999937	0.999937	
schwaben	1	99.99308	99.96990	99.99360	0.999937	0.999937	
schwegler	1	99.99308	99.96990	99.99360	0.999931	0.999931	
schwarze	1	99.99308	99.96990	99.99360	0.999937	0.999937	
schwackenberg	1	99.99730	99.96990	99.99360	0.999922	0.999922	
schultz	1	99.99308	99.96990	99.99360	0.999943	0.999943	
scope	1	99.99523	99.96990	99.99360	0.999965	0.999965	
schulz	1	99.99308	99.96990	99.99360	0.999949	0.999949	
schwalmstadt	1	99.99308	99.96990	99.99360	0.999913	0.999913	
schuhfabrik	1	99.99308	99.96990	99.99360	0.999919	0.999919	
schuhmacher	1	99.99523	99.96990	99.99360	0.999929	0.999929	
schomacher	1	99.99308	99.96990	99.99360	0.999925	0.999925	
scholz	1	99.99308	99.96990	99.99360	0.999949	0.999949	
schlögl	1	99.99308	99.96990	99.99360	0.999943	0.999943	
schmid	1	99.99308	99.96990	99.99360	0.999949	0.999949	
schellfischposten	1	99.99381	99.96990	99.99360	0.999889	0.999889	
schipmann	1	99.99523	99.96990	99.99360	0.999941	0.999941	
scheduled	1	99.99308	99.96990	99.99360	0.999931	0.999931	
schapdetten	1	99.99308	99.96990	99.99360	0.999919	0.999919	
schlautmann	1	99.99308	99.96990	99.99360	0.999919	0.999919	
schedule	1	99.99523	99.96990	99.99360	0.999947	0.999947	
scenes	1	99.99381	99.96990	99.99360	0.999949	0.999949	
scattered	1	99.99308	99.96990	99.99360	0.999931	0.999931	
scandals	1	99.99308	99.96990	99.99360	0.999937	0.999937	
scam	1	99.99308	99.96990	99.99360	0.999961	0.999961	
sca	1	99.99308	99.96990	99.99360	0.999967	0.999967	
scandinavia	1	99.99523	99.96990	99.99360	0.999929	0.999929	
sawija	1	99.99308	99.96990	99.99360	0.999949	0.999949	
savings	1	99.99308	99.96990	99.99360	0.999943	0.999943	
savory	1	99.99308	99.96990	99.99360	0.999949	0.999949	
sau	1	99.99381	99.96990	99.99360	0.999973	0.999973	
sator	1	99.99523	99.96990	99.99360	0.999955	0.999955	
sascha	1	99.99523	99.96990	99.99360	0.999949	0.999949	
saves	1	99.99308	99.96990	99.99360	0.999955	0.999955	
sanitary	1	99.99308	99.96990	99.99360	0.999937	0.999937	
sandwiches	1	99.99308	99.96990	99.99360	0.999925	0.999925	
sané	1	99.99523	99.96990	99.99360	0.999961	0.999961	
santo	1	99.99523	99.96990	99.99360	0.999965	0.999965	
sailor	1	99.99308	99.96990	99.99360	0.999949	0.999949	
salary	1	99.99523	99.96990	99.99360	0.999959	0.999959	
sanctuary	1	99.99308	99.96990	99.99360	0.999931	0.999931	
sales	1	99.99381	99.96990	99.99360	0.999955	0.999955	
sandstone	1	99.99308	99.96990	99.99360	0.999931	0.999931	
sahin	1	99.99381	99.96990	99.99360	0.999955	0.999955	
safer	1	99.99523	99.96990	99.99360	0.999965	0.999965	
sailed	1	99.99308	99.96990	99.99360	0.999949	0.999949	
safety	1	99.99381	99.96990	99.99360	0.999949	0.999949	
s.	1	99.99381	99.96990	99.99360	0.999973	0.999973	
saalfeld	1	99.99308	99.96990	99.99360	0.999937	0.999937	
ryan	1	99.99308	99.96990	99.99360	0.999961	0.999961	
rushes	1	99.99308	99.96990	99.99360	0.999949	0.999949	
ryanair	1	99.99730	99.96990	99.99360	0.999958	0.999958	
ruschhaupt	1	99.99308	99.96990	99.99360	0.999925	0.999925	
rus	1	99.99308	99.96990	99.99360	0.999967	0.999967	
rwe	1	99.99523	99.96990	99.99360	0.999968	0.999968	
rupert	1	99.99308	99.96990	99.99360	0.999949	0.999949	
runs	1	99.99308	99.96990	99.99360	0.999961	0.999961	
runoff	1	99.99308	99.96990	99.99360	0.999949	0.999949	
rund	1	99.99308	99.96990	99.99360	0.999961	0.999961	
ruling	1	99.99308	99.96990	99.99360	0.999949	0.999949	
ruled	1	99.99308	99.96990	99.99360	0.999955	0.999955	
rui	1	99.99308	99.96990	99.99360	0.999967	0.999967	
rüdiger	1	99.99308	99.96990	99.99360	0.999943	0.999943	
rudolf	1	99.99308	99.96990	99.99360	0.999949	0.999949	
rummage	1	99.99308	99.96990	99.99360	0.999943	0.999943	
rückraum	1	99.99308	99.96990	99.99360	0.999937	0.999937	
rover	1	99.99308	99.96990	99.99360	0.999955	0.999955	
rüdesheim	1	99.99308	99.96990	99.99360	0.999931	0.999931	
route	1	99.99308	99.96990	99.99360	0.999955	0.999955	
rubit	1	99.99523	99.96990	99.99360	0.999955	0.999955	
rows	1	99.99308	99.96990	99.99360	0.999961	0.999961	
rotkäppchenland	1	99.99308	99.96990	99.99360	0.999895	0.999895	
rounds	1	99.99381	99.96990	99.99360	0.999949	0.999949	
roughly	1	99.99730	99.96990	99.99360	0.999958	0.999958	
rothenkirchen	1	99.99308	99.96990	99.99360	0.999907	0.999907	
root	1	99.99523	99.96990	99.99360	0.999961	0.999961	
ronja	1	99.99308	99.96990	99.99360	0.999955	0.999955	
roth	1	99.99308	99.96990	99.99360	0.999961	0.999961	
rose	1	99.99308	99.96990	99.99360	0.999961	0.999961	
rotkäpchenland	1	99.99308	99.96990	99.99360	0.999901	0.999901	
romance	1	99.99308	99.96990	99.99360	0.999943	0.999943	
rooms	1	99.99308	99.96990	99.99360	0.999955	0.999955	
ronnenberg	1	99.99523	99.96990	99.99360	0.999935	0.999935	
roedental	1	99.99381	99.96990	99.99360	0.999931	0.999931	
roland	1	99.99381	99.96990	99.99360	0.999949	0.999949	
rokas	1	99.99381	99.96990	99.99360	0.999955	0.999955	
rodrigues	1	99.99308	99.96990	99.99360	0.999931	0.999931	
roer	1	99.99523	99.96990	99.99360	0.999971	0.999971	
rocking	1	99.99308	99.96990	99.99360	0.999943	0.999943	
rödental	1	99.99381	99.96990	99.99360	0.999937	0.999937	
rockets	1	99.99308	99.96990	99.99360	0.999943	0.999943	
robin	1	99.99308	99.96990	99.99360	0.999955	0.999955	
rob	1	99.99381	99.96990	99.99360	0.999967	0.999967	
rnd	1	99.99381	99.96990	99.99360	0.999973	0.999973	
risky	1	99.99308	99.96990	99.99360	0.999955	0.999955	
ripe	1	99.99308	99.96990	99.99360	0.999961	0.999961	
risked	1	99.99308	99.96990	99.99360	0.999949	0.999949	
rises	1	99.99308	99.96990	99.99360	0.999955	0.999955	
rise	1	99.99308	99.96990	99.99360	0.999961	0.999961	
risen	1	99.99308	99.96990	99.99360	0.999955	0.999955	
riot	1	99.99308	99.96990	99.99360	0.999961	0.999961	
rioted	1	99.99308	99.96990	99.99360	0.999949	0.999949	
rim	1	99.99308	99.96990	99.99360	0.999967	0.999967	
río	1	99.99308	99.96990	99.99360	0.999967	0.999967	
rike	1	99.99308	99.96990	99.99360	0.999961	0.999961	
rinse	1	99.99308	99.96990	99.99360	0.999955	0.999955	
riders	1	99.99308	99.96990	99.99360	0.999949	0.999949	
riesen	1	99.99308	99.96990	99.99360	0.999949	0.999949	
ride	1	99.99308	99.96990	99.99360	0.999961	0.999961	
rid	1	99.99308	99.96990	99.99360	0.999967	0.999967	
richard	1	99.99308	99.96990	99.99360	0.999943	0.999943	
ried	1	99.99308	99.96990	99.99360	0.999961	0.999961	
revived	1	99.99381	99.96990	99.99360	0.999943	0.999943	
rhymes	1	99.99523	99.96990	99.99360	0.999959	0.999959	
ribbon	1	99.99308	99.96990	99.99360	0.999949	0.999949	
rich	1	99.99308	99.96990	99.99360	0.999961	0.999961	
review	1	99.99730	99.96990	99.99360	0.999964	0.999964	
revision	1	99.99308	99.96990	99.99360	0.999937	0.999937	
reveal	1	99.99308	99.96990	99.99360	0.999949	0.999949	
returns	1	99.99381	99.96990	99.99360	0.999943	0.999943	
returned	1	99.99308	99.96990	99.99360	0.999937	0.999937	
reuss	1	99.99308	99.96990	99.99360	0.999955	0.999955	
retreating	1	99.99523	99.96990	99.99360	0.999935	0.999935	
retrofit	1	99.99308	99.96990	99.99360	0.999937	0.999937	
retrofits	1	99.99308	99.96990	99.99360	0.999931	0.999931	
retreat	1	99.99523	99.96990	99.99360	0.999953	0.999953	
retreated	1	99.99308	99.96990	99.99360	0.999931	0.999931	
retiree	1	99.99308	99.96990	99.99360	0.999943	0.999943	
resulting	1	99.99523	99.96990	99.99360	0.999934	0.999934	
retirement	1	99.99308	99.96990	99.99360	0.999925	0.999925	
restructuring	1	99.99730	99.96990	99.99360	0.999922	0.999922	
restraint	1	99.99523	99.96990	99.99360	0.999932	0.999932	
restricted	1	99.99523	99.96990	99.99360	0.999935	0.999935	
responsibility	1	99.99308	99.96990	99.99360	0.999901	0.999901	
resting	1	99.99308	99.96990	99.99360	0.999943	0.999943	
restrained	1	99.99308	99.96990	99.99360	0.999925	0.999925	
responders	1	99.99381	99.96990	99.99360	0.999925	0.999925	
response	1	99.99730	99.96990	99.99360	0.999952	0.999952	
resperger	1	99.99308	99.96990	99.99360	0.999931	0.999931	
responded	1	99.99308	99.96990	99.99360	0.999931	0.999931	
respective	1	99.99308	99.96990	99.99360	0.999925	0.999925	
respected	1	99.99523	99.96990	99.99360	0.999941	0.999941	
resolved	1	99.99308	99.96990	99.99360	0.999937	0.999937	
resigns	1	99.99381	99.96990	99.99360	0.999943	0.999943	
reserves	1	99.99308	99.96990	99.99360	0.999937	0.999937	
residence	1	99.99308	99.96990	99.99360	0.999931	0.999931	
reschedules	1	99.99381	99.96990	99.99360	0.999919	0.999919	
requirements	1	99.99308	99.96990	99.99360	0.999913	0.999913	
research	1	99.99308	99.96990	99.99360	0.999937	0.999937	
requiring	1	99.99308	99.96990	99.99360	0.999931	0.999931	
required	1	99.99523	99.96990	99.99360	0.999947	0.999947	
require	1	99.99308	99.96990	99.99360	0.999943	0.999943	
republican	1	99.99308	99.96990	99.99360	0.999925	0.999925	
requested	1	99.99381	99.96990	99.99360	0.999931	0.999931	
reporters	1	99.99308	99.96990	99.99360	0.999931	0.999931	
represented	1	99.99523	99.96990	99.99360	0.999929	0.999929	
replacing	1	99.99308	99.96990	99.99360	0.999931	0.999931	
replacements	1	99.99308	99.96990	99.99360	0.999913	0.999913	
repertoire	1	99.99308	99.96990	99.99360	0.999925	0.999925	
repeatedly	1	99.99308	99.96990	99.99360	0.999925	0.999925	
repeated	1	99.99308	99.96990	99.99360	0.999937	0.999937	
renovation	1	99.99308	99.96990	99.99360	0.999925	0.999925	
reorganization	1	99.99308	99.96990	99.99360	0.999901	0.999901	
repatriation	1	99.99308	99.96990	99.99360	0.999913	0.999913	
renegotiation	1	99.99308	99.96990	99.99360	0.999907	0.999907	
renato	1	99.99730	99.96990	99.99360	0.999964	0.999964	
reminiscent	1	99.99308	99.96990	99.99360	0.999919	0.999919	
renaissance	1	99.99523	99.96990	99.99360	0.999929	0.999929	
remove	1	99.99308	99.96990	99.99360	0.999949	0.999949	
remedy	1	99.99308	99.96990	99.99360	0.999949	0.999949	
remember	1	99.99308	99.96990	99.99360	0.999937	0.999937	
reminds	1	99.99308	99.96990	99.99360	0.999943	0.999943	
remainder	1	99.99308	99.96990	99.99360	0.999931	0.999931	
remaining	1	99.99308	99.96990	99.99360	0.999931	0.999931	
remarkable	1	99.99308	99.96990	99.99360	0.999925	0.999925	
relocated	1	99.99308	99.96990	99.99360	0.999931	0.999931	
religious	1	99.99308	99.96990	99.99360	0.999931	0.999931	
religion	1	99.99523	99.96990	99.99360	0.999947	0.999947	
relegation	1	99.99308	99.96990	99.99360	0.999925	0.999925	
rejects	1	99.99381	99.96990	99.99360	0.999943	0.999943	
relatively	1	99.99308	99.96990	99.99360	0.999925	0.999925	
relationships	1	99.99523	99.96990	99.99360	0.999910	0.999910	
relegated	1	99.99308	99.96990	99.99360	0.999931	0.999931	
reigns	1	99.99308	99.96990	99.99360	0.999949	0.999949	
reiter	1	99.99308	99.96990	99.99360	0.999949	0.999949	
rehweiler	1	99.99381	99.96990	99.99360	0.999931	0.999931	
regulations	1	99.99308	99.96990	99.99360	0.999919	0.999919	
reign	1	99.99308	99.96990	99.99360	0.999955	0.999955	
registration	1	99.99381	99.96990	99.99360	0.999913	0.999913	
rejected	1	99.99308	99.96990	99.99360	0.999937	0.999937	
reiling	1	99.99308	99.96990	99.99360	0.999943	0.999943	
regulation	1	99.99523	99.96990	99.99360	0.999935	0.999935	
regrets	1	99.99308	99.96990	99.99360	0.999943	0.999943	
regime	1	99.99308	99.96990	99.99360	0.999949	0.999949	
regeneration	1	99.99308	99.96990	99.99360	0.999913	0.999913	
regained	1	99.99523	99.96990	99.99360	0.999947	0.999947	
refrigerators	1	99.99308	99.96990	99.99360	0.999907	0.999907	
refuse	1	99.99523	99.96990	99.99360	0.999950	0.999950	
reflector	1	99.99381	99.96990	99.99360	0.999931	0.999931	
refused	1	99.99308	99.96990	99.99360	0.999943	0.999943	
refrigerator	1	99.99308	99.96990	99.99360	0.999913	0.999913	
reflect	1	99.99381	99.96990	99.99360	0.999943	0.999943	
referenced	1	99.99308	99.96990	99.99360	0.999925	0.999925	
references	1	99.99308	99.96990	99.99360	0.999925	0.999925	
reference	1	99.99308	99.96990	99.99360	0.999931	0.999931	
referee	1	99.99730	99.96990	99.99360	0.999958	0.999958	
reduce	1	99.99308	99.96990	99.99360	0.999949	0.999949	
reefs	1	99.99308	99.96990	99.99360	0.999955	0.999955	
redaktionsnetzwerk	1	99.99308	99.96990	99.99360	0.999877	0.999877	
redeemed	1	99.99308	99.96990	99.99360	0.999937	0.999937	
recruiting	1	99.99308	99.96990	99.99360	0.999925	0.999925	
recruited	1	99.99308	99.96990	99.99360	0.999931	0.999931	
recovered	1	99.99308	99.96990	99.99360	0.999931	0.999931	
reconciliatory	1	99.99381	99.96990	99.99360	0.999901	0.999901	
recognized	1	99.99308	99.96990	99.99360	0.999925	0.999925	
recommended	1	99.99308	99.96990	99.99360	0.999919	0.999919	
records	1	99.99308	99.96990	99.99360	0.999943	0.999943	
reconstruction	1	99.99308	99.96990	99.99360	0.999901	0.999901	
recognizes	1	99.99308	99.96990	99.99360	0.999925	0.999925	
recipient	1	99.99308	99.96990	99.99360	0.999931	0.999931	
reaped	1	99.99308	99.96990	99.99360	0.999949	0.999949	
reckenfelder	1	99.99308	99.96990	99.99360	0.999913	0.999913	
rear	1	99.99308	99.96990	99.99360	0.999961	0.999961	
recall	1	99.99381	99.96990	99.99360	0.999949	0.999949	
recapture	1	99.99308	99.96990	99.99360	0.999931	0.999931	
reacts	1	99.99730	99.96990	99.99360	0.999964	0.999964	
recalled	1	99.99308	99.96990	99.99360	0.999937	0.999937	
realise	1	99.99308	99.96990	99.99360	0.999943	0.999943	
realization	1	99.99308	99.96990	99.99360	0.999919	0.999919	
raw	1	99.99308	99.96990	99.99360	0.999967	0.999967	
reaction	1	99.99308	99.96990	99.99360	0.999937	0.999937	
ravaged	1	99.99308	99.96990	99.99360	0.999943	0.999943	
ratio	1	99.99308	99.96990	99.99360	0.999955	0.999955	
rattling	1	99.99308	99.96990	99.99360	0.999937	0.999937	
rattle	1	99.99308	99.96990	99.99360	0.999949	0.999949	
ratiopharm	1	99.99308	99.96990	99.99360	0.999925	0.999925	
rate	1	99.99381	99.96990	99.99360	0.999961	0.999961	
rating	1	99.99308	99.96990	99.99360	0.999949	0.999949	
rashford	1	99.99308	99.96990	99.99360	0.999937	0.999937	
rarity	1	99.99308	99.96990	99.99360	0.999949	0.999949	
rasmussen	1	99.99308	99.96990	99.99360	0.999931	0.999931	
rapid	1	99.99730	99.96990	99.99360	0.999970	0.999970	
ransmann	1	99.99308	99.96990	99.99360	0.999937	0.999937	
rape	1	99.99308	99.96990	99.99360	0.999961	0.999961	
ranging	1	99.99308	99.96990	99.99360	0.999943	0.999943	
ranks	1	99.99308	99.96990	99.99360	0.999955	0.999955	
rank	1	99.99308	99.96990	99.99360	0.999961	0.999961	
rang	1	99.99308	99.96990	99.99360	0.999961	0.999961	
range	1	99.99523	99.96990	99.99360	0.999965	0.999965	
ramparts	1	99.99308	99.96990	99.99360	0.999937	0.999937	
ralf	1	99.99381	99.96990	99.99360	0.999961	0.999961	
ramp	1	99.99308	99.96990	99.99360	0.999961	0.999961	
railroad	1	99.99308	99.96990	99.99360	0.999937	0.999937	
rammed	1	99.99308	99.96990	99.99360	0.999949	0.999949	
rampant	1	99.99308	99.96990	99.99360	0.999943	0.999943	
radical	1	99.99308	99.96990	99.99360	0.999943	0.999943	
raises	1	99.99308	99.96990	99.99360	0.999949	0.999949	
rail	1	99.99308	99.96990	99.99360	0.999961	0.999961	
rain	1	99.99308	99.96990	99.99360	0.999961	0.999961	
race	1	99.99308	99.96990	99.99360	0.999961	0.999961	
railroader	1	99.99308	99.96990	99.99360	0.999925	0.999925	
radika	1	99.99381	99.96990	99.99360	0.999949	0.999949	
quiz	1	99.99308	99.96990	99.99360	0.999961	0.999961	
r	1	99.99308	99.96990	99.99360	0.999979	0.999979	
quietly	1	99.99308	99.96990	99.99360	0.999943	0.999943	
quotas	1	99.99308	99.96990	99.99360	0.999949	0.999949	
quits	1	99.99308	99.96990	99.99360	0.999955	0.999955	
questioned	1	99.99308	99.96990	99.99360	0.999925	0.999925	
quiche	1	99.99308	99.96990	99.99360	0.999949	0.999949	
queen	1	99.99308	99.96990	99.99360	0.999955	0.999955	
quentin	1	99.99381	99.96990	99.99360	0.999943	0.999943	
quarrels	1	99.99381	99.96990	99.99360	0.999937	0.999937	
quartett	1	99.99308	99.96990	99.99360	0.999937	0.999937	
quantity	1	99.99308	99.96990	99.99360	0.999937	0.999937	
qualify	1	99.99308	99.96990	99.99360	0.999943	0.999943	
quake	1	99.99381	99.96990	99.99360	0.999955	0.999955	
pyeonchang	1	99.99523	99.96990	99.99360	0.999935	0.999935	
putting	1	99.99308	99.96990	99.99360	0.999943	0.999943	
pursuers	1	99.99523	99.96990	99.99360	0.999947	0.999947	
putinzewa	1	99.99308	99.96990	99.99360	0.999931	0.999931	
pushing	1	99.99308	99.96990	99.99360	0.999943	0.999943	
purposes	1	99.99308	99.96990	99.99360	0.999937	0.999937	
pursuer	1	99.99308	99.96990	99.99360	0.999943	0.999943	
purely	1	99.99308	99.96990	99.99360	0.999949	0.999949	
purchasing	1	99.99523	99.96990	99.99360	0.999928	0.999928	
pump	1	99.99308	99.96990	99.99360	0.999961	0.999961	
pumpe	1	99.99308	99.96990	99.99360	0.999955	0.999955	
pulling	1	99.99308	99.96990	99.99360	0.999943	0.999943	
puigdemont	1	99.99308	99.96990	99.99360	0.999925	0.999925	
pumpkin	1	99.99308	99.96990	99.99360	0.999943	0.999943	
pulled	1	99.99308	99.96990	99.99360	0.999949	0.999949	
pt	1	99.99308	99.96990	99.99360	0.999973	0.999973	
pudding	1	99.99308	99.96990	99.99360	0.999943	0.999943	
publication	1	99.99308	99.96990	99.99360	0.999919	0.999919	
prskavec	1	99.99308	99.96990	99.99360	0.999937	0.999937	
publishing	1	99.99308	99.96990	99.99360	0.999925	0.999925	
pubic	1	99.99308	99.96990	99.99360	0.999955	0.999955	
pseudonym	1	99.99308	99.96990	99.99360	0.999931	0.999931	
prowess	1	99.99308	99.96990	99.99360	0.999943	0.999943	
provocative	1	99.99308	99.96990	99.99360	0.999919	0.999919	
provocations	1	99.99308	99.96990	99.99360	0.999913	0.999913	
providers	1	99.99308	99.96990	99.99360	0.999931	0.999931	
provisions	1	99.99308	99.96990	99.99360	0.999925	0.999925	
provisionally	1	99.99308	99.96990	99.99360	0.999907	0.999907	
proverbial	1	99.99308	99.96990	99.99360	0.999925	0.999925	
proves	1	99.99381	99.96990	99.99360	0.999949	0.999949	
prostate	1	99.99381	99.96990	99.99360	0.999937	0.999937	
protégés	1	99.99308	99.96990	99.99360	0.999937	0.999937	
protested	1	99.99308	99.96990	99.99360	0.999931	0.999931	
proudly	1	99.99308	99.96990	99.99360	0.999943	0.999943	
prosperous	1	99.99308	99.96990	99.99360	0.999925	0.999925	
prospects	1	99.99523	99.96990	99.99360	0.999941	0.999941	
prosecutors	1	99.99381	99.96990	99.99360	0.999919	0.999919	
prosecution	1	99.99381	99.96990	99.99360	0.999919	0.999919	
properly	1	99.99308	99.96990	99.99360	0.999937	0.999937	
propulsion	1	99.99523	99.96990	99.99360	0.999935	0.999935	
proposed	1	99.99381	99.96990	99.99360	0.999937	0.999937	
promote	1	99.99308	99.96990	99.99360	0.999943	0.999943	
proof	1	99.99308	99.96990	99.99360	0.999955	0.999955	
promotes	1	99.99381	99.96990	99.99360	0.999937	0.999937	
progress	1	99.99523	99.96990	99.99360	0.999947	0.999947	
prominent	1	99.99308	99.96990	99.99360	0.999931	0.999931	
progresses	1	99.99381	99.96990	99.99360	0.999925	0.999925	
prohibited	1	99.99308	99.96990	99.99360	0.999925	0.999925	
progressed	1	99.99308	99.96990	99.99360	0.999925	0.999925	
profits	1	99.99308	99.96990	99.99360	0.999943	0.999943	
professionals	1	99.99308	99.96990	99.99360	0.999907	0.999907	
programs	1	99.99523	99.96990	99.99360	0.999947	0.999947	
proclaimed	1	99.99308	99.96990	99.99360	0.999925	0.999925	
prodigy	1	99.99308	99.96990	99.99360	0.999943	0.999943	
profile	1	99.99381	99.96990	99.99360	0.999943	0.999943	
processes	1	99.99308	99.96990	99.99360	0.999931	0.999931	
prof.	1	99.99730	99.96990	99.99360	0.999970	0.999970	
producer	1	99.99308	99.96990	99.99360	0.999937	0.999937	
proceeds	1	99.99523	99.96990	99.99360	0.999940	0.999940	
pro	1	99.99308	99.96990	99.99360	0.999967	0.999967	
probe	1	99.99308	99.96990	99.99360	0.999955	0.999955	
prisoners	1	99.99308	99.96990	99.99360	0.999931	0.999931	
priorities	1	99.99523	99.96990	99.99360	0.999935	0.999935	
prior	1	99.99381	99.96990	99.99360	0.999955	0.999955	
prince	1	99.99308	99.96990	99.99360	0.999949	0.999949	
prestigious	1	99.99381	99.96990	99.99360	0.999919	0.999919	
pretending	1	99.99308	99.96990	99.99360	0.999925	0.999925	
priest	1	99.99730	99.96990	99.99360	0.999964	0.999964	
presidents	1	99.99308	99.96990	99.99360	0.999925	0.999925	
preserved	1	99.99308	99.96990	99.99360	0.999931	0.999931	
pressed	1	99.99381	99.96990	99.99360	0.999943	0.999943	
presents	1	99.99308	99.96990	99.99360	0.999937	0.999937	
preserve	1	99.99308	99.96990	99.99360	0.999937	0.999937	
preparatory	1	99.99308	99.96990	99.99360	0.999919	0.999919	
presenting	1	99.99308	99.96990	99.99360	0.999925	0.999925	
preseason	1	99.99308	99.96990	99.99360	0.999931	0.999931	
presenter	1	99.99308	99.96990	99.99360	0.999931	0.999931	
prefers	1	99.99308	99.96990	99.99360	0.999943	0.999943	
preference	1	99.99308	99.96990	99.99360	0.999925	0.999925	
premiered	1	99.99308	99.96990	99.99360	0.999931	0.999931	
preferably	1	99.99308	99.96990	99.99360	0.999925	0.999925	
predecessor	1	99.99308	99.96990	99.99360	0.999919	0.999919	
prefer	1	99.99308	99.96990	99.99360	0.999949	0.999949	
predicament	1	99.99523	99.96990	99.99360	0.999929	0.999929	
precept	1	99.99381	99.96990	99.99360	0.999943	0.999943	
powerful	1	99.99308	99.96990	99.99360	0.999937	0.999937	
practically	1	99.99308	99.96990	99.99360	0.999919	0.999919	
pragmatically	1	99.99308	99.96990	99.99360	0.999907	0.999907	
powers	1	99.99308	99.96990	99.99360	0.999949	0.999949	
powerless	1	99.99308	99.96990	99.99360	0.999931	0.999931	
precaution	1	99.99523	99.96990	99.99360	0.999935	0.999935	
pour	1	99.99308	99.96990	99.99360	0.999961	0.999961	
posterity	1	99.99523	99.96990	99.99360	0.999941	0.999941	
posts	1	99.99308	99.96990	99.99360	0.999955	0.999955	
potential	1	99.99308	99.96990	99.99360	0.999931	0.999931	
posting	1	99.99308	99.96990	99.99360	0.999943	0.999943	
positives	1	99.99308	99.96990	99.99360	0.999931	0.999931	
positively	1	99.99308	99.96990	99.99360	0.999925	0.999925	
possession	1	99.99308	99.96990	99.99360	0.999925	0.999925	
port	1	99.99308	99.96990	99.99360	0.999961	0.999961	
ponder	1	99.99308	99.96990	99.99360	0.999949	0.999949	
porsche	1	99.99308	99.96990	99.99360	0.999943	0.999943	
porto	1	99.99523	99.96990	99.99360	0.999965	0.999965	
pompous	1	99.99308	99.96990	99.99360	0.999943	0.999943	
poll	1	99.99308	99.96990	99.99360	0.999961	0.999961	
polling	1	99.99308	99.96990	99.99360	0.999943	0.999943	
policía	1	99.99308	99.96990	99.99360	0.999943	0.999943	
pointing	1	99.99308	99.96990	99.99360	0.999937	0.999937	
poked	1	99.99308	99.96990	99.99360	0.999955	0.999955	
podcast	1	99.99308	99.96990	99.99360	0.999943	0.999943	
poetic	1	99.99308	99.96990	99.99360	0.999949	0.999949	
plus	1	99.99308	99.96990	99.99360	0.999961	0.999961	
plinth	1	99.99523	99.96990	99.99360	0.999952	0.999952	
plentiful	1	99.99308	99.96990	99.99360	0.999931	0.999931	
pleinfeld	1	99.99308	99.96990	99.99360	0.999931	0.999931	
pledges	1	99.99308	99.96990	99.99360	0.999943	0.999943	
pleaded	1	99.99308	99.96990	99.99360	0.999943	0.999943	
pléa	1	99.99523	99.96990	99.99360	0.999961	0.999961	
playoff	1	99.99308	99.96990	99.99360	0.999943	0.999943	
playmaker	1	99.99381	99.96990	99.99360	0.999931	0.999931	
plants	1	99.99308	99.96990	99.99360	0.999949	0.999949	
platz	1	99.99523	99.96990	99.99360	0.999965	0.999965	
